8;100;100;0.182879
1;100;1000;0.001257
4;100;1000;1.268666
8;100;1000;1.902368
1;1000;10;0.000164
4;1000;10;0.021342
8;1000;10;0.027431
1;1000;100;0.001214
4;1000;100;0.137666
8;1000;100;0.198673
1;1000;1000;0.011447
4;1000;1000;1.396203
8;1000;1000;1.931534
1;10000;10;0.001498
4;10000;10;0.023385
8;10000;10;0.030478
1;10000;100;0.012274
4;10000;100;0.152281
8;10000;100;0.199655
1;10000;1000;0.114471
4;10000;1000;1.404009
8;10000;1000;1.930066
1;100000;10;0.014926
4;100000;10;0.031765
8;100000;10;0.042599
1;100000;100;0.124400
4;100000;100;0.170011
8;100000;100;0.210890
1;100000;1000;1.155550
4;100000;1000;1.642660
8;100000;1000;2.017823
1;1000000;10;0.149789
4;1000000;10;0.109083
8;1000000;10;0.109488
1;1000000;100;1.248685
4;1000000;100;0.538735
8;1000000;100;0.441372
1;1000000;1000;11.705821
4;1000000;1000;4.525102
8;1000000;1000;3.652278
1;10;10;0.000018
4;10;10;0.020764
8;10;10;0.028486
1;10;100;0.000035
4;10;100;0.142106
8;10;100;0.188869
1;10;1000;0.000168
4;10;1000;1.391165
8;10;1000;1.851032
1;100;10;0.000033
4;100;10;0.019781
8;100;10;0.027609
1;100;100;0.000143
4;100;100;0.148160
8;100;100;0.184059
1;100;1000;0.001240
4;100;1000;1.306289
8;100;1000;1.834677
1;1000;10;0.000158
4;1000;10;0.019886
8;1000;10;0.027734
1;1000;100;0.001210
4;1000;100;0.135996
8;1000;100;0.189233
1;1000;1000;0.011415
4;1000;1000;1.330037
8;1000;1000;1.737888
1;10000;10;0.001500
4;10000;10;0.019567
8;10000;10;0.027092
1;10000;100;0.012111
4;10000;100;0.128856
8;10000;100;0.189059
1;10000;1000;0.115296
4;10000;1000;1.264187
8;10000;1000;1.759349
1;100000;10;0.014925
4;100000;10;0.031213
8;100000;10;0.034276
1;100000;100;0.124801
4;100000;100;0.176636
8;100000;100;0.211498
1;100000;1000;1.165063
4;100000;1000;1.557039
8;100000;1000;1.928338
1;1000000;10;0.149633
4;1000000;10;0.106688
8;1000000;10;0.108613
1;1000000;100;1.244792
4;1000000;100;0.498075
8;1000000;100;0.401031
1;1000000;1000;11.697332
4;1000000;1000;4.282493
8;1000000;1000;3.336800
